variant,entry_time_ny,resolved_time_ny,symbol,condition,level_name,direction,entry,sl,r_size,outcome,hit_crt_50,hit_1r,hit_2r,hit_3r,mfe_r,mae_r
raw,2026-07-06 02:05:00-04:00,2026-07-06T02:15:33-04:00,EURUSD,crt_range_sweep,CRT_1AM_CRT_9PM_Asia_Low,bullish_sweep,1.1432491540908813,1.1428571939468384,0.00039196014404296875,stop,False,False,False,False,0.0,-1.0
raw,2026-07-06 02:00:00-04:00,2026-07-06T02:15:33-04:00,US500,crt_range_sweep,CRT_1AM_CRT_5PM_CBDR_Low,bullish_sweep,7551.75,7550.0,1.75,stop,False,False,False,False,0.0,-1.0
raw,2026-07-06 02:05:00-04:00,2026-07-06T02:21:44-04:00,GBPUSD,crt_range_sweep,CRT_1AM_CRT_9PM_Asia_Low,bullish_sweep,1.334098219871521,1.333760142326355,0.0003380775451660156,stop,False,False,False,False,0.0,-2.74
raw,2026-07-06 02:05:00-04:00,2026-07-06T02:21:45-04:00,USDCAD,crt_range_sweep,CRT_1AM_CRT_5PM_CBDR_High,bearish_sweep,1.4208500385284424,1.4212100505828857,0.0003600120544433594,stop,True,True,False,False,1.25,-1.22
raw,2026-07-06 02:15:00-04:00,2026-07-06T02:25:49-04:00,USDCAD,crt_range_sweep,CRT_1AM_CRT_5PM_CBDR_High,bearish_sweep,1.420799970626831,1.4212900400161743,0.0004900693893432617,stop,False,False,False,False,0.2,-1.02
raw,2026-07-06 02:25:00-04:00,2026-07-06T02:36:06-04:00,USDCAD,crt_range_sweep,CRT_1AM_CRT_9PM_Asia_High,bearish_sweep,1.4212199449539185,1.421370029449463,0.0001500844955444336,stop,False,False,False,False,2.8,-1.2
raw,2026-07-06 02:20:00-04:00,2026-07-06T02:36:06-04:00,USTEC,pdh_pdl_sweep,PDH,bearish_sweep,29773.5,29778.5,5.0,stop,,False,False,False,0.25,-4.1
m5_cisd,2026-07-06 02:30:00-04:00,2026-07-06T02:40:13-04:00,EURUSD,crt_range_sweep,CRT_1AM_CRT_9PM_Asia_Low,bullish_sweep,1.1428571939468384,1.1424654722213745,0.0003917217254638672,stop,False,False,False,False,0.0,-1.0
raw,2026-07-06 02:30:00-04:00,2026-07-06T02:40:13-04:00,USDCAD,crt_range_sweep,CRT_1AM_CRT_9PM_Asia_High,bearish_sweep,1.4213000535964966,1.4213999509811401,9.989738464355469e-05,stop,False,False,False,False,4.0,-2.8
raw,2026-07-06 02:05:00-04:00,2026-07-06T02:42:17-04:00,USTEC,pdh_pdl_sweep,PDH,bearish_sweep,29769.25,29797.25,28.0,stop,,False,False,False,0.52,-1.1
raw,2026-07-06 02:40:00-04:00,2026-07-06T02:50:37-04:00,USDCAD,crt_range_sweep,CRT_1AM_CRT_9PM_Asia_High,bearish_sweep,1.4212199449539185,1.4214099645614624,0.0001900196075439453,stop,False,False,False,False,2.74,-1.05
raw,2026-07-06 02:30:00-04:00,2026-07-06T02:50:38-04:00,XAUUSD,crt_range_sweep,CRT_1AM_CRT_9PM_Asia_Low,bullish_sweep,4170.60009765625,4167.7998046875,2.80029296875,stop,False,False,False,False,0.32,-1.57
raw,2026-07-06 02:35:00-04:00,2026-07-06T02:50:38-04:00,XAUUSD,crt_range_sweep,CRT_1AM_CRT_9PM_Asia_Low,bullish_sweep,4170.0,4168.2001953125,1.7998046875,stop,False,False,False,False,0.0,-1.17
raw,2026-07-06 02:35:00-04:00,2026-07-06T02:56:48-04:00,USDCAD,crt_range_sweep,CRT_1AM_CRT_9PM_Asia_High,bearish_sweep,1.4213199615478516,1.4215799570083618,0.0002599954605102539,stop,False,True,True,False,2.38,-1.54
raw,2026-07-06 02:45:00-04:00,2026-07-06T02:56:49-04:00,USDCAD,crt_range_sweep,CRT_1AM_CRT_9PM_Asia_High,bearish_sweep,1.4213099479675293,1.4214199781417847,0.0001100301742553711,stop,False,False,False,False,3.73,-3.73
m5_cisd,2026-07-06 02:40:00-04:00,2026-07-06T02:56:49-04:00,US500,crt_range_sweep,CRT_1AM_CRT_5PM_CBDR_Low,bullish_sweep,7554.75,7553.0,1.75,stop,False,False,False,False,0.0,-1.29
raw,2026-07-06 02:40:00-04:00,2026-07-06T02:56:49-04:00,USTEC,crt_range_sweep,CRT_1AM_CRT_5PM_CBDR_Low,bullish_sweep,29849.0,29840.25,8.75,stop,False,False,False,False,0.69,-1.89
raw,2026-07-06 02:40:00-04:00,2026-07-06T02:56:50-04:00,XAUUSD,crt_range_sweep,CRT_1AM_CRT_9PM_Asia_Low,bullish_sweep,4169.7998046875,4167.89990234375,1.89990234375,stop,False,False,False,False,0.0,-1.84
raw,2026-07-06 02:30:00-04:00,2026-07-06T03:00:56-04:00,GBPUSD,pdh_pdl_sweep,PDL,bullish_sweep,1.333760142326355,1.3334221839904785,0.00033795833587646484,stop,,False,False,False,0.37,-1.53
raw,2026-07-06 02:50:00-04:00,2026-07-06T03:00:57-04:00,USDCAD,crt_range_sweep,CRT_1AM_CRT_9PM_Asia_High,bearish_sweep,1.4212000370025635,1.421720027923584,0.0005199909210205078,stop,False,False,False,False,0.19,-1.37
raw,2026-07-06 02:50:00-04:00,2026-07-06T03:05:06-04:00,USTEC,crt_range_sweep,CRT_1AM_CRT_5PM_CBDR_Low,bullish_sweep,29851.25,29844.0,7.25,stop,False,False,False,False,0.0,-1.62
raw,2026-07-06 02:45:00-04:00,2026-07-06T03:11:12-04:00,USTEC,crt_range_sweep,CRT_1AM_CRT_5PM_CBDR_Low,bullish_sweep,29847.75,29832.5,15.25,stop,False,False,False,False,0.51,-1.1
raw,2026-07-06 02:55:00-04:00,2026-07-06T03:11:13-04:00,USTEC,crt_range_sweep,CRT_1AM_CRT_5PM_CBDR_Low,bullish_sweep,29846.25,29839.5,6.75,stop,False,False,False,False,0.96,-2.26
raw,2026-07-06 02:40:00-04:00,2026-07-06T03:15:19-04:00,US500,pdh_pdl_sweep,PDH,bearish_sweep,7554.5,7555.75,1.25,stop,,True,False,False,1.6,-1.0
raw,2026-07-06 03:10:00-04:00,2026-07-06T03:21:26-04:00,GBPUSD,pdh_pdl_sweep,PDL,bullish_sweep,1.3336000442504883,1.3334400653839111,0.00015997886657714844,all_targets,,True,True,True,4.12,0.0
m5_cisd,2026-07-06 03:05:00-04:00,2026-07-06T03:37:41-04:00,USTEC,crt_range_sweep,CRT_1AM_CRT_5PM_CBDR_Low,bullish_sweep,29854.75,29829.75,25.0,stop,False,False,False,False,0.36,-1.04
m5_cisd,2026-07-06 03:05:00-04:00,2026-07-06T03:37:42-04:00,USTEC,crt_range_sweep,CRT_1AM_CRT_5PM_CBDR_Low,bullish_sweep,29854.75,29829.75,25.0,stop,False,False,False,False,0.36,-1.04
m5_cisd,2026-07-06 03:05:00-04:00,2026-07-06T03:37:42-04:00,USTEC,crt_range_sweep,CRT_1AM_CRT_5PM_CBDR_Low,bullish_sweep,29854.75,29829.75,25.0,stop,False,False,False,False,0.36,-1.04
m5_cisd,2026-07-06 03:05:00-04:00,2026-07-06T03:37:43-04:00,USTEC,crt_range_sweep,CRT_1AM_CRT_5PM_CBDR_Low,bullish_sweep,29854.75,29829.75,25.0,stop,False,False,False,False,0.36,-1.04
m5_cisd,2026-07-06 03:20:00-04:00,2026-07-06T03:53:57-04:00,USTEC,pdh_pdl_sweep,PDH,bearish_sweep,29846.5,29863.75,17.25,stop,,True,False,False,1.75,-1.38
m5_cisd,2026-07-06 03:20:00-04:00,2026-07-06T03:53:58-04:00,USTEC,pdh_pdl_sweep,PDH,bearish_sweep,29846.5,29863.75,17.25,stop,,True,False,False,1.75,-1.38
raw,2026-07-06 02:30:00-04:00,2026-07-06T03:56:00-04:00,US500,crt_range_sweep,CRT_1AM_CRT_5PM_CBDR_Low,bullish_sweep,7553.0,7550.25,2.75,all_targets,True,True,True,True,3.64,-0.18
raw,2026-07-06 03:00:00-04:00,2026-07-06T04:16:20-04:00,EURUSD,pdh_pdl_sweep,PDL,bullish_sweep,1.1424654722213745,1.1420739889144897,0.0003914833068847656,stop,,True,False,False,1.67,-1.0
m5_cisd,2026-07-06 03:10:00-04:00,2026-07-06T04:16:21-04:00,EURUSD,pdh_pdl_sweep,PDL,bullish_sweep,1.1424654722213745,1.1422044038772583,0.00026106834411621094,stop,,True,True,False,2.5,-1.5
raw,2026-07-06 03:10:00-04:00,2026-07-06T04:16:21-04:00,EURUSD,pdh_pdl_sweep,PDL,bullish_sweep,1.1424654722213745,1.1422044038772583,0.00026106834411621094,stop,,True,True,False,2.5,-1.5
m5_cisd,2026-07-06 03:30:00-04:00,2026-07-06T06:11:39-04:00,GBPUSD,pdh_pdl_sweep,PDL,bullish_sweep,1.3342405557632446,1.3338313102722168,0.00040924549102783203,stop,,True,False,False,1.83,-1.17
raw,2026-07-06 06:00:00-04:00,2026-07-06T06:15:43-04:00,XAUUSD,crt_range_sweep,CRT_5AM_CRT_1AM_London_Low,bullish_sweep,4157.0,4155.5,1.5,stop,False,False,False,False,0.0,-1.4
raw,2026-07-06 06:05:00-04:00,2026-07-06T06:21:50-04:00,USDCAD,crt_range_sweep,CRT_5AM_CRT_1AM_London_High,bearish_sweep,1.4225399494171143,1.4229999780654907,0.00046002864837646484,all_targets,True,True,True,True,3.13,-0.13
m5_cisd,2026-07-06 06:20:00-04:00,2026-07-06T06:36:03-04:00,GBPUSD,crt_range_sweep,CRT_5AM_CRT_9PM_Asia_Low,bullish_sweep,1.3344720602035522,1.334115982055664,0.0003560781478881836,stop,False,False,False,False,0.55,-1.55
raw,2026-07-06 06:25:00-04:00,2026-07-06T06:36:04-04:00,USDCAD,crt_range_sweep,CRT_5AM_CRT_5PM_CBDR_High,bearish_sweep,1.4208999872207642,1.4215400218963623,0.0006400346755981445,stop,False,False,False,False,-0.0,-1.09
raw,2026-07-06 06:25:00-04:00,2026-07-06T06:36:04-04:00,USDCAD,crt_range_sweep,CRT_5AM_CRT_9PM_Asia_High,bearish_sweep,1.4208999872207642,1.4215400218963623,0.0006400346755981445,stop,False,False,False,False,-0.0,-1.09
raw,2026-07-06 06:05:00-04:00,2026-07-06T06:38:06-04:00,XAUUSD,crt_range_sweep,CRT_5AM_CRT_1AM_London_Low,bullish_sweep,4156.7001953125,4154.7001953125,2.0,all_targets,True,True,True,True,15.3,-0.25
m5_cisd,2026-07-06 06:15:00-04:00,2026-07-06T06:38:06-04:00,XAUUSD,crt_range_sweep,CRT_5AM_CRT_1AM_London_Low,bullish_sweep,4161.89990234375,4156.2001953125,5.69970703125,all_targets,True,True,True,True,4.46,-0.21
raw,2026-07-06 06:10:00-04:00,2026-07-06T06:38:07-04:00,XAUUSD,crt_range_sweep,CRT_5AM_CRT_1AM_London_Low,bullish_sweep,4157.5,4156.2001953125,1.2998046875,all_targets,True,True,True,True,22.93,0.0
raw,2026-07-06 06:20:00-04:00,2026-07-06T06:46:12-04:00,USDCAD,crt_range_sweep,CRT_5AM_CRT_5PM_CBDR_High,bearish_sweep,1.4211000204086304,1.4216500520706177,0.0005500316619873047,stop,False,False,False,False,0.55,-1.02
raw,2026-07-06 06:20:00-04:00,2026-07-06T06:46:12-04:00,USDCAD,crt_range_sweep,CRT_5AM_CRT_9PM_Asia_High,bearish_sweep,1.4211000204086304,1.4216500520706177,0.0005500316619873047,stop,False,False,False,False,0.55,-1.02
m5_cisd,2026-07-06 06:25:00-04:00,2026-07-06T06:48:14-04:00,USTEC,crt_range_sweep,CRT_5AM_CRT_1AM_London_High,bearish_sweep,29862.75,29883.25,20.5,stop,False,False,False,False,0.26,-1.04
raw,2026-07-06 06:15:00-04:00,2026-07-06T06:52:18-04:00,USTEC,crt_range_sweep,CRT_5AM_CRT_1AM_London_High,bearish_sweep,29880.5,29884.75,4.25,stop,False,True,True,True,5.41,-1.06
m5_cisd,2026-07-06 06:30:00-04:00,2026-07-06T07:02:25-04:00,XAUUSD,crt_range_sweep,CRT_5AM_CRT_1AM_London_Low,bullish_sweep,4165.39990234375,4159.7998046875,5.60009765625,all_targets,True,True,True,True,3.91,-0.11
raw,2026-07-06 06:30:00-04:00,2026-07-06T07:06:28-04:00,GBPUSD,crt_range_sweep,CRT_5AM_CRT_9PM_Asia_Low,bullish_sweep,1.3342584371566772,1.3339202404022217,0.0003381967544555664,stop,False,False,False,False,0.89,-1.32
raw,2026-07-06 06:50:00-04:00,2026-07-06T07:06:29-04:00,USDCAD,crt_range_sweep,CRT_5AM_CRT_5PM_CBDR_High,bearish_sweep,1.4210000038146973,1.4219000339508057,0.0009000301361083984,stop,False,False,False,False,0.11,-1.22
raw,2026-07-06 06:50:00-04:00,2026-07-06T07:06:29-04:00,USDCAD,crt_range_sweep,CRT_5AM_CRT_9PM_Asia_High,bearish_sweep,1.4210000038146973,1.4219000339508057,0.0009000301361083984,stop,False,False,False,False,0.11,-1.22
raw,2026-07-06 06:00:00-04:00,2026-07-06T07:10:32-04:00,USTEC,crt_range_sweep,CRT_5AM_CRT_1AM_London_High,bearish_sweep,29870.0,29891.5,21.5,stop,False,True,False,False,1.06,-1.21
raw,2026-07-06 06:40:00-04:00,2026-07-06T07:10:33-04:00,USTEC,crt_range_sweep,CRT_5AM_CRT_1AM_London_High,bearish_sweep,29873.25,29885.0,11.75,stop,False,True,True,False,2.21,-1.94
raw,2026-07-06 07:25:00-04:00,2026-07-06T07:40:59-04:00,USDCAD,crt_range_sweep,CRT_5AM_CRT_9PM_Asia_High,bearish_sweep,1.4213000535964966,1.4220000505447388,0.0006999969482421875,stop,False,False,False,False,0.14,-1.14
raw,2026-07-06 07:20:00-04:00,2026-07-06T07:41:00-04:00,XAUUSD,crt_range_sweep,CRT_5AM_CRT_9PM_Asia_Low,bullish_sweep,4169.39990234375,4168.10009765625,1.2998046875,stop,False,True,True,False,2.15,-1.54
raw,2026-07-06 06:15:00-04:00,2026-07-06T07:41:00-04:00,EURUSD,crt_range_sweep,CRT_5AM_CRT_1AM_London_Low,bullish_sweep,1.1422044038772583,1.1418131589889526,0.00039124488830566406,stop,False,False,False,False,0.67,-1.0
m5_cisd,2026-07-06 07:05:00-04:00,2026-07-06T07:43:03-04:00,USTEC,crt_range_sweep,CRT_5AM_CRT_1AM_London_High,bearish_sweep,29842.75,29896.0,53.25,stop,False,False,False,False,-0.0,-1.03
m5_cisd,2026-07-06 07:05:00-04:00,2026-07-06T07:43:03-04:00,USTEC,crt_range_sweep,CRT_5AM_CRT_1AM_London_High,bearish_sweep,29842.75,29896.0,53.25,stop,False,False,False,False,-0.0,-1.03
raw,2026-07-06 07:00:00-04:00,2026-07-06T07:43:04-04:00,USTEC,crt_range_sweep,CRT_5AM_CRT_1AM_London_High,bearish_sweep,29858.75,29896.0,37.25,stop,False,False,False,False,0.46,-1.04
raw,2026-07-06 07:20:00-04:00,2026-07-06T07:43:05-04:00,USTEC,crt_range_sweep,CRT_5AM_CRT_1AM_London_High,bearish_sweep,29869.5,29891.75,22.25,stop,False,False,False,False,-0.0,-1.26
raw,2026-07-06 07:25:00-04:00,2026-07-06T07:43:05-04:00,USTEC,crt_range_sweep,CRT_5AM_CRT_1AM_London_High,bearish_sweep,29878.0,29890.5,12.5,stop,False,False,False,False,0.24,-1.56
raw,2026-07-06 07:30:00-04:00,2026-07-06T07:47:08-04:00,XAUUSD,crt_range_sweep,CRT_5AM_CRT_9PM_Asia_Low,bullish_sweep,4170.60009765625,4167.39990234375,3.2001953125,stop,False,False,False,False,0.0,-1.19
raw,2026-07-06 07:15:00-04:00,2026-07-06T07:53:13-04:00,XAUUSD,crt_range_sweep,CRT_5AM_CRT_9PM_Asia_Low,bullish_sweep,4170.60009765625,4166.0,4.60009765625,stop,False,True,True,True,3.63,-1.02
m5_cisd,2026-07-06 06:15:00-04:00,2026-07-06T07:55:15-04:00,USDCAD,crt_range_sweep,CRT_5AM_CRT_1AM_London_High,bearish_sweep,1.42153000831604,1.4226000308990479,0.0010700225830078125,stop,True,False,False,False,0.68,-1.09
raw,2026-07-06 07:40:00-04:00,2026-07-06T07:55:16-04:00,USTEC,crt_range_sweep,CRT_5AM_CRT_1AM_London_High,bearish_sweep,29882.75,29884.5,1.75,stop,False,False,False,False,-0.0,-6.43
m5_cisd,2026-07-06 07:40:00-04:00,2026-07-06T07:57:18-04:00,USTEC,crt_range_sweep,CRT_5AM_CRT_1AM_London_High,bearish_sweep,29873.75,29897.5,23.75,stop,False,False,False,False,-0.0,-1.05
raw,2026-07-06 07:35:00-04:00,2026-07-06T07:57:18-04:00,USTEC,crt_range_sweep,CRT_5AM_CRT_1AM_London_High,bearish_sweep,29879.5,29895.5,16.0,stop,False,False,False,False,0.53,-1.2
raw,2026-07-06 07:10:00-04:00,2026-07-06T08:05:23-04:00,GBPUSD,crt_range_sweep,CRT_5AM_CRT_9PM_Asia_Low,bullish_sweep,1.3340626955032349,1.3338135480880737,0.0002491474151611328,all_targets,True,True,True,True,3.79,-0.93
raw,2026-07-06 07:15:00-04:00,2026-07-06T08:05:24-04:00,GBPUSD,crt_range_sweep,CRT_5AM_CRT_9PM_Asia_Low,bullish_sweep,1.334098219871521,1.3338313102722168,0.0002669095993041992,all_targets,True,True,True,True,3.4,-0.33
m5_cisd,2026-07-06 07:25:00-04:00,2026-07-06T08:11:30-04:00,GBPUSD,crt_range_sweep,CRT_5AM_CRT_9PM_Asia_Low,bullish_sweep,1.334294080734253,1.3340091705322266,0.0002849102020263672,all_targets,True,True,True,True,3.0,-0.5
raw,2026-07-06 07:55:00-04:00,2026-07-06T08:15:35-04:00,USTEC,crt_range_sweep,CRT_5AM_CRT_1AM_London_High,bearish_sweep,29878.0,29915.0,37.0,stop,False,False,False,False,0.34,-1.03
raw,2026-07-06 08:00:00-04:00,2026-07-06T08:15:35-04:00,USTEC,crt_range_sweep,CRT_5AM_CRT_1AM_London_High,bearish_sweep,29881.25,29908.25,27.0,stop,False,False,False,False,-0.0,-1.1
raw,2026-07-06 07:05:00-04:00,2026-07-06T08:19:40-04:00,USTEC,crt_range_sweep,CRT_5AM_CRT_5PM_CBDR_Low,bullish_sweep,29851.5,29841.75,9.75,all_targets,True,True,True,True,7.97,-0.59
m5_cisd,2026-07-06 07:15:00-04:00,2026-07-06T08:19:41-04:00,USTEC,crt_range_sweep,CRT_5AM_CRT_5PM_CBDR_Low,bullish_sweep,29864.5,29845.75,18.75,all_targets,True,True,True,True,3.45,0.0
raw,2026-07-06 08:05:00-04:00,2026-07-06T08:21:42-04:00,XAUUSD,crt_range_sweep,CRT_5AM_CRT_9PM_Asia_Low,bullish_sweep,4169.60009765625,4168.60009765625,1.0,stop,False,False,False,False,17.7,-2.8
raw,2026-07-06 08:00:00-04:00,2026-07-06T08:25:47-04:00,XAUUSD,crt_range_sweep,CRT_5AM_CRT_9PM_Asia_Low,bullish_sweep,4169.60009765625,4165.7998046875,3.80029296875,stop,False,True,True,True,4.66,-1.08
raw,2026-07-06 08:10:00-04:00,2026-07-06T08:25:47-04:00,USTEC,crt_range_sweep,CRT_5AM_CRT_9PM_Asia_High,bearish_sweep,29924.25,29936.0,11.75,stop,False,False,False,False,-0.0,-1.0
m5_cisd,2026-07-06 06:10:00-04:00,2026-07-06T08:42:00-04:00,USDCAD,crt_range_sweep,CRT_1AM_CRT_5PM_CBDR_High,bearish_sweep,1.4220199584960938,1.423200011253357,0.0011800527572631836,stop,False,True,False,False,1.03,-1.08
m5_cisd,2026-07-06 06:10:00-04:00,2026-07-06T08:42:00-04:00,USDCAD,crt_range_sweep,CRT_1AM_CRT_5PM_CBDR_High,bearish_sweep,1.4220199584960938,1.423200011253357,0.0011800527572631836,stop,False,True,False,False,1.03,-1.08
m5_cisd,2026-07-06 06:10:00-04:00,2026-07-06T08:42:01-04:00,USDCAD,crt_range_sweep,CRT_1AM_CRT_9PM_Asia_High,bearish_sweep,1.4220199584960938,1.423200011253357,0.0011800527572631836,stop,False,True,False,False,1.03,-1.08
